movie,year,rating,genre,runtime_min,imdb,metascore,votes
Q-Force,2021.0,NC-17,"['Animation', ' Action', ' Adventure']",30.0,6.5,,5604.0
The Magic School Bus,1994.0,G,"['Animation', ' Adventure', ' Comedy']",30.0,7.8,,10009.0
Kindred,2022.0,,"['Drama', ' Fantasy', ' History']",,,,
Patient Zero,2018.0,R,"['Action', ' Drama', ' Horror']",93.0,4.5,,9135.0
Star Trek: Nemesis,2002.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",116.0,6.4,51.0,79626.0
John Dies at the End,2012.0,R,"['Comedy', ' Fantasy', ' Horror']",99.0,6.3,53.0,38627.0
"Batman: The Long Halloween, Part Two",2021.0,R,"['Animation', ' Action', ' Crime']",87.0,7.1,,13392.0
Army of the Dead: Lost Vegas,2022.0,NC-17,"['Animation', ' Action', ' Crime']",,,,
The Seed,2021.0,,"['Comedy', ' Horror', ' Sci-Fi']",91.0,4.8,52.0,1294.0
2046,2004.0,R,"['Drama', ' Romance', ' Sci-Fi']",129.0,7.4,78.0,57957.0
Lockout,2012.0,PG-13,"['Action', ' Sci-Fi', ' Thriller']",95.0,6.0,48.0,98893.0
Ultimate Spider-Man,2012.0,G,"['Animation', ' Action', ' Adventure']",23.0,7.2,,12529.0
The Arrival,1996.0,PG-13,"['Mystery', ' Sci-Fi', ' Thriller']",115.0,6.2,56.0,35695.0
Wizards,1977.0,PG,"['Animation', ' Adventure', ' Fantasy']",80.0,6.3,,11982.0
Day of the Dead,2021.0,NC-17,"['Action', ' Drama', ' Horror']",43.0,4.6,,2075.0
The Last Drive-In with Joe Bob Briggs,2018.0,NR,"['Comedy', ' Fantasy', ' Horror']",125.0,9.5,,1481.0
The Real Ghostbusters,1986.0,G,"['Animation', ' Action', ' Comedy']",23.0,7.6,,10073.0
Dark Star,1974.0,G,"['Comedy', ' Sci-Fi']",83.0,6.2,66.0,24957.0
Monkey Shines,1988.0,R,"['Drama', ' Horror', ' Sci-Fi']",113.0,6.2,71.0,12076.0
Repo Man,1984.0,R,"['Action', ' Comedy', ' Crime']",92.0,6.9,82.0,37894.0
Forbidden World,1982.0,R,"['Horror', ' Sci-Fi']",77.0,5.1,,5418.0
Spawn,1997.0,NC-17,"['Animation', ' Action', ' Adventure']",30.0,8.1,,8964.0
The Bionic Woman,1976.0,PG,"['Action', ' Adventure', ' Drama']",60.0,6.6,,7410.0
The One,2001.0,PG-13,"['Action', ' Sci-Fi', ' Thriller']",87.0,5.9,25.0,92602.0
Teenage Mutant Ninja Turtles III,1993.0,PG,"['Action', ' Adventure', ' Comedy']",96.0,4.7,40.0,33766.0
Millennium,1996.0,PG-13,"['Crime', ' Drama', ' Horror']",45.0,8.0,,11278.0
Superintelligence,2020.0,PG,"['Action', ' Comedy', ' Romance']",106.0,5.4,41.0,10666.0
The Twilight Zone,1985.0,PG,"['Drama', ' Fantasy', ' Horror']",45.0,7.7,,11386.0
Solos,2021.0,PG-13,"['Drama', ' Fantasy', ' Sci-Fi']",185.0,5.9,,4710.0
Super Crooks,2021.0,NC-17,"['Animation', ' Action', ' Adventure']",30.0,7.1,,2460.0
Untitled Star Trek Sequel,,,"['Action', ' Adventure', ' Mystery']",,,,
The One,2021.0,NC-17,"['Crime', ' Drama', ' Sci-Fi']",,6.6,,12786.0
Cold Skin,2017.0,PG-13,"['Action', ' Horror', ' Sci-Fi']",108.0,6.0,,15941.0
Automata,2014.0,R,"['Action', ' Drama', ' Sci-Fi']",109.0,6.0,37.0,57201.0
ReBoot,1994.0,G,"['Animation', ' Action', ' Adventure']",30.0,7.9,,5485.0
Double Dragon,1994.0,PG-13,"['Action', ' Adventure', ' Comedy']",96.0,3.8,,13451.0
Cloak & Dagger,2018.0,PG-13,"['Action', ' Adventure', ' Drama']",44.0,6.6,,20634.0
Codename: Kids Next Door,2002.0,G,"['Animation', ' Action', ' Adventure']",23.0,7.2,,20527.0
Batman: Under the Red Hood,2010.0,PG-13,"['Animation', ' Action', ' Crime']",75.0,8.0,,62757.0
Pontypool,2008.0,NR,"['Horror', ' Sci-Fi']",93.0,6.5,54.0,32641.0
Superman IV: The Quest for Peace,1987.0,PG,"['Action', ' Adventure', ' Sci-Fi']",90.0,3.7,24.0,49028.0
The Darkest Hour,2011.0,PG-13,"['Action', ' Adventure', ' Horror']",89.0,4.9,18.0,61529.0
Loja do Terror,1987.0,NC-17,"['Fantasy', ' Horror', ' Mystery']",45.0,7.6,,3666.0
Creeped Out,2017.0,G,"['Action', ' Adventure', ' Crime']",30.0,6.6,,1956.0
Star Wars Jedi: Fallen Order,2019.0,PG-13,"['Action', ' Adventure', ' Drama']",,8.5,,11711.0
Invaders from Mars,1986.0,PG,"['Horror', ' Sci-Fi']",100.0,5.5,56.0,9396.0
Phenomenon,1996.0,PG,"['Drama', ' Fantasy', ' Romance']",123.0,6.4,41.0,80153.0
The Zero Theorem,2013.0,R,"['Comedy', ' Drama', ' Fantasy']",107.0,6.0,50.0,47812.0
Absolutely Anything,2015.0,R,"['Comedy', ' Sci-Fi']",85.0,5.9,31.0,43216.0
Naruto,,,"['Action', ' Adventure', ' Fantasy']",,,,
Voyage to the Bottom of the Sea,1964.0,G,"['Adventure', ' Sci-Fi']",52.0,7.2,,3814.0
Star Trek V: The Final Frontier,1989.0,PG,"['Action', ' Adventure', ' Fantasy']",107.0,5.5,43.0,60574.0
Room 104,2017.0,NC-17,"['Comedy', ' Drama', ' Fantasy']",30.0,6.1,,5802.0
The 6th Day,2000.0,PG-13,"['Action', ' Mystery', ' Sci-Fi']",123.0,5.9,49.0,122964.0
Paycheck,2003.0,PG-13,"['Action', ' Mystery', ' Sci-Fi']",119.0,6.3,43.0,109186.0
Bloom,2019.0,,"['Drama', ' Mystery', ' Sci-Fi']",60.0,6.7,,1659.0
Beyond the Black Rainbow,2010.0,R,"['Horror', ' Sci-Fi', ' Thriller']",110.0,5.9,49.0,15402.0
Spy Kids 4: All the Time in the World,2011.0,PG,"['Action', ' Adventure', ' Comedy']",89.0,3.5,37.0,25746.0
Needle in a Timestack,2021.0,R,"['Drama', ' Fantasy', ' Romance']",111.0,5.1,42.0,1725.0
Dragon Ball Z,1989.0,PG,"['Animation', ' Action', ' Adventure']",24.0,8.8,,79697.0
Cell,2016.0,R,"['Action', ' Adventure', ' Horror']",98.0,4.4,38.0,28293.0
The Silencers,1966.0,PG,"['Action', ' Adventure', ' Comedy']",102.0,5.9,,3399.0
Poison,1991.0,R,"['Drama', ' Horror', ' Romance']",85.0,6.4,67.0,4583.0
Relic Hunter,1999.0,PG-13,"['Fantasy', ' Mystery', ' Adventure']",60.0,6.4,,6969.0
Odd Squad,2014.0,G,"['Action', ' Adventure', ' Comedy']",27.0,7.2,,1168.0
Repo Men,2010.0,R,"['Action', ' Sci-Fi', ' Thriller']",111.0,6.3,32.0,107148.0
Children of Dune,2003.0,NR,"['Adventure', ' Drama', ' Sci-Fi']",266.0,7.3,,13999.0
Ticks,1993.0,R,"['Horror', ' Sci-Fi']",85.0,5.5,43.0,5111.0
Stealth,2005.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",121.0,5.0,35.0,54413.0
People of Earth,2016.0,NC-17,"['Comedy', ' Mystery', ' Sci-Fi']",30.0,7.7,,7540.0
Dominion,2014.0,NC-17,"['Action', ' Drama', ' Fantasy']",90.0,6.7,,23765.0
Final Fantasy: The Spirits Within,2001.0,PG-13,"['Animation', ' Action', ' Adventure']",106.0,6.4,49.0,82343.0
The Time Tunnel,1966.0,PG,"['Action', ' Adventure', ' Sci-Fi']",60.0,7.5,,3797.0
Smart House,1999.0,G,"['Comedy', ' Drama', ' Family']",82.0,6.1,,7575.0
Plan 9 from Outer Space,1957.0,NR,"['Horror', ' Sci-Fi']",79.0,3.9,56.0,38731.0
The Transformers,1984.0,G,"['Animation', ' Action', ' Adventure']",30.0,8.0,,22113.0
The Andromeda Strain,1971.0,G,"['Mystery', ' Sci-Fi', ' Thriller']",131.0,7.2,60.0,37671.0
Visitors,2022.0,,"['Comedy', ' Sci-Fi']",26.0,5.6,,351.0
Farzar,2022.0,NC-17,"['Animation', ' Action', ' Adventure']",30.0,5.6,,1853.0
The Toxic Avenger,,R,"['Action', ' Adventure', ' Comedy']",,,,
Enemy Mine,1985.0,PG-13,"['Action', ' Adventure', ' Drama']",108.0,6.8,59.0,48322.0
Settlers,2021.0,NR,"['Drama', ' Sci-Fi', ' Thriller']",103.0,4.7,56.0,5116.0
Galaxy of Terror,1981.0,R,"['Action', ' Adventure', ' Horror']",81.0,5.0,38.0,7935.0
Dragon Ball Z Kai,2009.0,PG-13,"['Animation', ' Action', ' Adventure']",24.0,8.3,,22914.0
Tekken,2010.0,R,"['Action', ' Crime', ' Drama']",92.0,4.8,,27622.0
Aniara,2018.0,R,"['Drama', ' Sci-Fi']",106.0,6.2,61.0,9482.0
Avengers Assemble,2012.0,G,"['Animation', ' Action', ' Adventure']",23.0,7.0,,7721.0
Sonic Prime,2022.0,G,"['Animation', ' Action', ' Adventure']",22.0,,,
Doom: Annihilation,2019.0,R,"['Action', ' Adventure', ' Horror']",96.0,3.7,,9497.0
"The Adventures of Brisco County, Jr.",1993.0,PG-13,"['Action', ' Adventure', ' Comedy']",45.0,8.3,,8662.0
The Mole People,1956.0,G,"['Adventure', ' Fantasy', ' Horror']",77.0,5.0,,3578.0
Outside the Wire,2021.0,R,"['Action', ' Adventure', ' Fantasy']",114.0,5.4,45.0,42586.0
Heroes Reborn,2015.0,PG-13,"['Drama', ' Fantasy', ' Sci-Fi']",60.0,6.7,,28161.0
Spider-Man: Miles Morales,2020.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,8.5,,6168.0
District B13,2004.0,R,"['Action', ' Crime', ' Sci-Fi']",84.0,7.1,70.0,70662.0
The Lost World,1960.0,G,"['Adventure', ' Fantasy', ' Sci-Fi']",97.0,5.5,,4080.0
Childhood's End,2015.0,,"['Drama', ' Sci-Fi', ' Thriller']",247.0,6.8,,12013.0
Transformers Prime,2010.0,G,"['Animation', ' Short', ' Action']",30.0,7.9,,6806.0
Multiplicity,1996.0,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",117.0,6.1,53.0,33212.0
Avatar 5,2028.0,,"['Action', ' Adventure', ' Drama']",,,,
Mission to Mars,2000.0,PG,"['Adventure', ' Sci-Fi', ' Thriller']",114.0,5.6,34.0,73777.0
Vampire Hunter D: Bloodlust,2000.0,R,"['Animation', ' Action', ' Drama']",103.0,7.6,62.0,32326.0
A Boy and His Dog,1975.0,R,"['Comedy', ' Drama', ' Sci-Fi']",91.0,6.4,68.0,17979.0
Leprechaun 4: In Space,1996.0,R,"['Comedy', ' Fantasy', ' Horror']",95.0,3.5,,7764.0
Green Lantern: Beware My Power,2022.0,PG-13,"['Animation', ' Adventure', ' Sci-Fi']",88.0,6.1,,1635.0
The Spine of Night,2021.0,NR,"['Animation', ' Action', ' Adventure']",93.0,6.4,58.0,2072.0
Phantoms,1998.0,R,"['Horror', ' Sci-Fi', ' Thriller']",96.0,5.4,26.0,21174.0
Tremors: Shrieker Island,2020.0,PG-13,"['Action', ' Adventure', ' Comedy']",103.0,5.4,,4420.0
Fahrenheit 451,1966.0,NR,"['Drama', ' Sci-Fi']",112.0,7.2,,43630.0
Life Like,2019.0,R,"['Drama', ' Sci-Fi', ' Thriller']",95.0,5.4,,3124.0
The Last of Us: Part I,2022.0,PG-13,"['Action', ' Adventure', ' Drama']",,9.8,,882.0
R.L. Stine's the Haunting Hour,2010.0,PG,"['Action', ' Adventure', ' Comedy']",23.0,7.9,,2575.0
Z for Zachariah,2015.0,PG-13,"['Drama', ' Romance', ' Sci-Fi']",98.0,6.0,68.0,31189.0
Escape Plan 2: Hades,2018.0,R,"['Action', ' Crime', ' Mystery']",96.0,3.8,,32191.0
Linoleum,2022.0,,"['Comedy', ' Drama', ' Sci-Fi']",101.0,7.6,81.0,102.0
Amazing Stories,1985.0,PG,"['Adventure', ' Comedy', ' Drama']",30.0,7.4,,5918.0
Iron Sky: The Coming Race,2019.0,NR,"['Action', ' Adventure', ' Comedy']",93.0,5.0,,10658.0
The City of Lost Children,1995.0,R,"['Drama', ' Fantasy', ' Sci-Fi']",112.0,7.5,73.0,68857.0
My Love from Another Star,2013.0,NR,"['Comedy', ' Drama', ' Fantasy']",60.0,8.2,,13008.0
My Favorite Martian,1963.0,G,"['Comedy', ' Family', ' Sci-Fi']",30.0,7.2,,2689.0
Junior,1994.0,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",109.0,4.7,59.0,69386.0
Taken,2002.0,PG,"['Drama', ' Mystery', ' Sci-Fi']",877.0,7.8,,20241.0
The Unsettling,2019.0,PG-13,"['Crime', ' Fantasy', ' Horror']",22.0,5.3,,772.0
Ultraviolet,2006.0,PG-13,"['Action', ' Sci-Fi']",88.0,4.3,18.0,82245.0
The Last Son,2021.0,R,"['Action', ' Adventure', ' Crime']",96.0,4.7,,1472.0
Bubble Boy,2001.0,PG-13,"['Adventure', ' Comedy', ' Romance']",84.0,5.7,41.0,33625.0
Surface,2005.0,PG-13,"['Adventure', ' Drama', ' Mystery']",60.0,7.2,,10104.0
The Divide,2011.0,R,"['Drama', ' Horror', ' Sci-Fi']",112.0,5.8,28.0,37123.0
The Tomorrow People,2013.0,PG-13,"['Action', ' Drama', ' Sci-Fi']",43.0,7.2,,36012.0
BRZRKR,,,"['Action', ' Adventure', ' Drama']",,,,
The I-Land,2019.0,NC-17,"['Adventure', ' Drama', ' Mystery']",281.0,4.6,,17769.0
Deadly Friend,1986.0,R,"['Drama', ' Horror', ' Sci-Fi']",91.0,5.5,44.0,7943.0
Maggie,2015.0,PG-13,"['Drama', ' Horror', ' Sci-Fi']",95.0,5.6,52.0,44604.0
The New Batman Adventures,1997.0,PG,"['Animation', ' Action', ' Adventure']",30.0,8.5,,17352.0
Assassin's Creed: Odyssey,2018.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,8.5,,7271.0
Ashes to Ashes,2008.0,NC-17,"['Crime', ' Drama', ' Fantasy']",60.0,8.2,,10332.0
Time After Time,1979.0,PG,"['Adventure', ' Drama', ' Sci-Fi']",112.0,7.1,69.0,18838.0
Warning,2021.0,R,"['Drama', ' Sci-Fi', ' Thriller']",86.0,4.6,53.0,5269.0
Corrective Measures,2022.0,,"['Action', ' Sci-Fi', ' Thriller']",106.0,4.4,,1236.0
Legend of the Galactic Heroes,1988.0,NC-17,"['Animation', ' Action', ' Drama']",25.0,9.1,,3638.0
Piranha II: The Spawning,1981.0,R,"['Horror', ' Sci-Fi', ' Thriller']",94.0,3.7,15.0,8855.0
King Charles III,2017.0,NR,"['Drama', ' Sci-Fi']",88.0,6.3,,1703.0
Highlander,,,"['Action', ' Fantasy', ' Sci-Fi']",,,,
Yakamoz S-245,2022.0,NC-17,"['Action', ' Adventure', ' Drama']",45.0,6.1,,6454.0
The Forgotten,2004.0,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",91.0,5.8,43.0,66406.0
Thunderbirds,1965.0,G,"['Animation', ' Action', ' Adventure']",50.0,7.8,,4582.0
Attack of the Killer Tomatoes!,1978.0,PG,"['Adventure', ' Comedy', ' Horror']",83.0,4.6,9.0,13871.0
4400,2021.0,PG-13,"['Drama', ' Sci-Fi']",42.0,4.2,,4740.0
Tammy and the T-Rex,1994.0,PG-13,"['Comedy', ' Sci-Fi']",82.0,5.3,,4367.0
Clockstoppers,2002.0,PG,"['Action', ' Adventure', ' Comedy']",94.0,5.2,40.0,14445.0
Project Almanac,2015.0,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",106.0,6.3,47.0,80610.0
Encounter,2021.0,R,"['Drama', ' Sci-Fi', ' Thriller']",108.0,5.9,57.0,9811.0
"Tomorrow, When the War Began",2010.0,R,"['Action', ' Adventure', ' Drama']",104.0,6.1,54.0,31308.0
Powerpuff,,,"['Action', ' Adventure', ' Comedy']",,,,
Beach Babes from Beyond,1993.0,R,"['Comedy', ' Sci-Fi']",75.0,3.6,,1024.0
M.U.G.E.N,1999.0,PG,"['Animation', ' Action', ' Adventure']",,6.3,,37.0
X-Men '97,2023.0,,"['Animation', ' Action', ' Adventure']",,,,
The One I Love,2014.0,R,"['Comedy', ' Drama', ' Fantasy']",91.0,7.0,66.0,40194.0
Over the Moon,2020.0,PG,"['Animation', ' Adventure', ' Comedy']",95.0,6.3,60.0,22491.0
Jimmy Neutron: Boy Genius,2001.0,G,"['Animation', ' Action', ' Adventure']",82.0,6.0,65.0,34959.0
Æon Flux,1991.0,NC-17,"['Animation', ' Adventure', ' Sci-Fi']",30.0,7.8,,6412.0
Parallels,2022.0,PG-13,"['Adventure', ' Fantasy', ' Mystery']",45.0,7.0,,1623.0
Star Trek: Insurrection,1998.0,PG,"['Action', ' Adventure', ' Sci-Fi']",103.0,6.4,64.0,75568.0
Sea Fever,2019.0,,"['Drama', ' Horror', ' Mystery']",95.0,5.7,60.0,11708.0
Freaked,1993.0,PG-13,"['Comedy', ' Sci-Fi']",80.0,6.3,58.0,7391.0
I,2015.0,NR,"['Action', ' Drama', ' Romance']",188.0,7.3,,21628.0
Flesh for Frankenstein,1973.0,R,"['Horror', ' Sci-Fi']",95.0,5.8,,6269.0
The Fantastic Four,1994.0,PG,"['Action', ' Adventure', ' Family']",90.0,3.8,,7057.0
The Banana Splits Movie,2019.0,R,"['Action', ' Comedy', ' Horror']",89.0,5.1,,3989.0
Apollo 18,2011.0,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",86.0,5.2,24.0,55892.0
Legend of the White Dragon,,,"['Action', ' Fantasy', ' Sci-Fi']",,,,
The Man with Two Brains,1983.0,R,"['Comedy', ' Romance', ' Sci-Fi']",93.0,6.4,61.0,26185.0
Tremors II: Aftershocks,1996.0,PG-13,"['Action', ' Comedy', ' Horror']",100.0,5.9,,30710.0
The Wasp Woman,1959.0,NR,"['Horror', ' Sci-Fi']",63.0,4.8,,4882.0
Nightflyers,2018.0,PG-13,"['Drama', ' Horror', ' Mystery']",60.0,5.8,,13382.0
Phantasm II,1988.0,R,"['Action', ' Fantasy', ' Horror']",97.0,6.4,42.0,15480.0
"Honey, I Blew Up the Kid",1992.0,PG,"['Adventure', ' Comedy', ' Family']",89.0,4.8,50.0,44547.0
Untitled Mad Max Project,2022.0,,"['Action', ' Adventure', ' Sci-Fi']",,,,
DeepStar Six,1989.0,R,"['Action', ' Horror', ' Sci-Fi']",99.0,5.3,34.0,12128.0
Wolf 2039,2021.0,,"['Action', ' Sci-Fi', ' Thriller']",60.0,6.1,,1651.0
The Last Days of American Crime,2020.0,NC-17,"['Action', ' Crime', ' Drama']",148.0,3.7,15.0,11637.0
Fallout 4,2015.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",,8.6,,12941.0
Lucky Man,2016.0,PG-13,"['Action', ' Crime', ' Drama']",60.0,7.1,,6003.0
Adventure Time: Distant Lands,2020.0,PG,"['Animation', ' Action', ' Adventure']",42.0,8.7,,4827.0
Suburban Commando,1991.0,PG,"['Action', ' Comedy', ' Sci-Fi']",90.0,4.5,,10371.0
Blake's 7,1978.0,NR,"['Adventure', ' Drama', ' Sci-Fi']",50.0,8.0,,4067.0
Beneath the Planet of the Apes,1970.0,G,"['Action', ' Adventure', ' Sci-Fi']",95.0,6.0,46.0,47394.0
Son of Frankenstein,1939.0,G,"['Drama', ' Horror', ' Sci-Fi']",99.0,7.1,,10465.0
Alien Nation,1988.0,R,"['Action', ' Sci-Fi']",91.0,6.3,45.0,15816.0
Rim of the World,2019.0,PG-13,"['Action', ' Adventure', ' Comedy']",98.0,5.2,,24280.0
Knight Rider 2000,1991.0,PG,"['Action', ' Sci-Fi']",95.0,4.6,,3247.0
The Creeping Flesh,1973.0,PG,"['Horror', ' Sci-Fi']",92.0,6.2,,3970.0
Amazing Stories,2020.0,PG,"['Action', ' Adventure', ' Drama']",52.0,6.3,,6182.0
Avengers: Quantum Encounter,2022.0,,"['Short', ' Action', ' Comedy']",13.0,6.9,,42.0
Fido,2006.0,R,"['Comedy', ' Drama', ' Horror']",93.0,6.7,70.0,29351.0
Resident Evil: Infinite Darkness,2021.0,NC-17,"['Animation', ' Action', ' Horror']",26.0,5.7,,10759.0
Equals,2015.0,PG-13,"['Drama', ' Romance', ' Sci-Fi']",101.0,6.0,43.0,30895.0
Attack of the 50 Foot Woman,1958.0,G,"['Horror', ' Sci-Fi']",65.0,5.0,,5637.0
The Congress,2013.0,NR,"['Animation', ' Drama', ' Sci-Fi']",122.0,6.4,63.0,18854.0
Stark Industries,2022.0,,"['Short', ' Comedy', ' Drama']",,,,
Star Wars: Clone Wars,2003.0,G,"['Animation', ' Action', ' Adventure']",133.0,7.8,,26499.0
Seconds,1966.0,R,"['Sci-Fi', ' Thriller']",106.0,7.6,71.0,20155.0
New Rose Hotel,1998.0,R,"['Drama', ' Mystery', ' Sci-Fi']",93.0,5.1,31.0,5525.0
Logan's Run,1977.0,G,"['Adventure', ' Sci-Fi']",60.0,7.1,,2751.0
Return of the Living Dead II,1988.0,R,"['Comedy', ' Horror', ' Sci-Fi']",89.0,5.7,45.0,20008.0
Outland,1981.0,R,"['Action', ' Crime', ' Sci-Fi']",109.0,6.6,48.0,30246.0
Jem and the Holograms,2015.0,PG,"['Adventure', ' Drama', ' Family']",118.0,4.1,42.0,7948.0
Made in Abyss: Dawn of the Deep Soul,2020.0,NC-17,"['Animation', ' Adventure', ' Drama']",113.0,8.1,,3827.0
Amazons,1986.0,PG,"['Action', ' Adventure', ' Fantasy']",76.0,4.3,,940.0
Naomi,2022.0,PG-13,"['Action', ' Adventure', ' Drama']",40.0,4.9,,5185.0
Archons,2018.0,,"['Horror', ' Sci-Fi', ' Thriller']",88.0,3.9,,362.0
Superman: The Animated Series,1996.0,PG,"['Animation', ' Action', ' Adventure']",30.0,8.1,,15976.0
The Last Days on Mars,2013.0,R,"['Adventure', ' Horror', ' Sci-Fi']",98.0,5.5,46.0,37344.0
Danny Phantom,2003.0,G,"['Animation', ' Action', ' Adventure']",30.0,7.1,,18442.0
Breach,2020.0,R,"['Action', ' Horror', ' Sci-Fi']",92.0,3.0,,18272.0
The Sarah Jane Adventures,2007.0,PG,"['Action', ' Adventure', ' Drama']",60.0,7.4,,6152.0
Voltron: Legendary Defender,2016.0,G,"['Animation', ' Action', ' Adventure']",23.0,8.1,,8969.0
Marvel Zombies,,,"['Animation', ' Action', ' Adventure']",,,,
He-Man and the Masters of the Universe,1983.0,G,"['Animation', ' Action', ' Adventure']",30.0,7.5,,18714.0
Orphan Black: Echoes,2023.0,,"['Drama', ' Sci-Fi', ' Thriller']",,,,
Lucy in the Sky,2019.0,R,"['Drama', ' Romance', ' Sci-Fi']",124.0,4.9,36.0,8008.0
Sharknado 5: Global Swarming,2017.0,PG-13,"['Action', ' Adventure', ' Comedy']",93.0,3.9,,6284.0
Far Cry,2008.0,R,"['Action', ' Adventure', ' Sci-Fi']",95.0,3.2,,14179.0
Dead Zone,2022.0,NC-17,"['Action', ' Horror', ' Sci-Fi']",83.0,3.7,,353.0
Monster Trucks,2016.0,PG,"['Action', ' Adventure', ' Comedy']",104.0,5.6,41.0,17408.0
Space Sweepers,2021.0,NC-17,"['Action', ' Adventure', ' Drama']",136.0,6.5,64.0,25693.0
Flesh Gordon,1974.0,R,"['Comedy', ' Sci-Fi']",78.0,4.8,,4430.0
Brainscan,1994.0,R,"['Horror', ' Sci-Fi']",96.0,6.0,,11816.0
The Invaders,1967.0,PG,"['Drama', ' Sci-Fi', ' Thriller']",51.0,8.0,,3051.0
The Transformers: The Movie,1986.0,PG,"['Animation', ' Action', ' Adventure']",84.0,7.2,43.0,39954.0
SpaceCamp,1986.0,PG,"['Adventure', ' Family', ' Sci-Fi']",107.0,5.7,40.0,15178.0
Kung Fury,2015.0,NR,"['Short', ' Action', ' Comedy']",31.0,8.0,,59824.0
Hit-Monkey,2021.0,NC-17,"['Animation', ' Action', ' Adventure']",22.0,7.8,,7105.0
The Dead Zone,2002.0,PG-13,"['Drama', ' Fantasy', ' Mystery']",60.0,7.4,,9395.0
The Wandering Earth,2019.0,NC-17,"['Action', ' Adventure', ' Sci-Fi']",125.0,5.9,57.0,30676.0
"Die, Monster, Die!",1965.0,G,"['Mystery', ' Horror', ' Sci-Fi']",80.0,5.6,,3394.0
Runaway,1984.0,PG-13,"['Action', ' Crime', ' Sci-Fi']",99.0,5.8,50.0,13506.0
IO,2019.0,PG-13,"['Adventure', ' Drama', ' Sci-Fi']",96.0,4.7,40.0,34513.0
Skeleton Crew,2023.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",,,,
Area 51,2015.0,R,"['Horror', ' Mystery', ' Sci-Fi']",91.0,4.2,30.0,14403.0
Alphas,2011.0,PG-13,"['Action', ' Drama', ' Sci-Fi']",44.0,7.2,,29118.0
Femalien: Starlight Saga,2022.0,,"['Fantasy', ' Sci-Fi']",71.0,5.7,,8.0
Land of the Giants,1968.0,G,['Sci-Fi'],60.0,7.0,,2599.0
Justice League Dark: Apokolips War,2020.0,R,"['Animation', ' Action', ' Adventure']",90.0,7.7,,23036.0
He-Man and the Masters of the Universe,2021.0,G,"['Animation', ' Action', ' Adventure']",26.0,5.8,,1871.0
RoboCop 3,1993.0,PG-13,"['Action', ' Crime', ' Sci-Fi']",104.0,4.1,40.0,50771.0
Nowhere,1997.0,R,"['Comedy', ' Drama', ' Sci-Fi']",82.0,6.4,44.0,9285.0
Sijipeuseu: The Myth,2021.0,NR,"['Action', ' Drama', ' Fantasy']",70.0,7.0,,3988.0
Carrie,2002.0,NR,"['Drama', ' Horror', ' Sci-Fi']",132.0,5.4,,10693.0
Blood Drive,2017.0,NC-17,"['Action', ' Adventure', ' Comedy']",60.0,7.2,,6332.0
1984,1956.0,NR,"['Drama', ' Sci-Fi']",90.0,6.9,,3767.0
RocketMan,1997.0,PG,"['Comedy', ' Family', ' Sci-Fi']",95.0,5.8,,9773.0
The Tuxedo,2002.0,PG-13,"['Action', ' Comedy', ' Sci-Fi']",98.0,5.4,30.0,84537.0
Teen Titans GO! To the Movies,2018.0,PG,"['Animation', ' Action', ' Adventure']",84.0,6.7,69.0,19685.0
Babylon A.D.,2008.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",90.0,5.5,26.0,96142.0
Bravest Warriors,2012.0,PG,"['Animation', ' Action', ' Adventure']",5.0,8.1,,3500.0
Ghoul,2018.0,NC-17,"['Drama', ' Fantasy', ' Horror']",45.0,7.0,,14110.0
Signal,2016.0,,"['Crime', ' Drama', ' Fantasy']",80.0,8.5,,7131.0
Looker,1981.0,PG,"['Drama', ' Sci-Fi', ' Thriller']",93.0,6.1,20.0,5504.0
Body Snatchers,1993.0,R,"['Horror', ' Sci-Fi']",87.0,6.0,65.0,19738.0
The Secret World of Alex Mack,1994.0,G,"['Comedy', ' Drama', ' Family']",30.0,7.5,,5273.0
"Honey, We Shrunk Ourselves!",1997.0,PG,"['Action', ' Adventure', ' Comedy']",74.0,4.9,,15516.0
Dr. Jekyll and Mr. Hyde,1931.0,G,"['Horror', ' Sci-Fi']",98.0,7.6,,14037.0
Neptune Frost,2021.0,,"['Musical', ' Sci-Fi']",109.0,6.6,83.0,477.0
Rollerball,2002.0,PG-13,"['Action', ' Sci-Fi', ' Sport']",98.0,3.1,14.0,28443.0
On the Beach,1959.0,G,"['Drama', ' Romance', ' Sci-Fi']",134.0,7.1,55.0,13170.0
Escape from Pleasure Planet,2016.0,NR,"['Action', ' Comedy', ' Fantasy']",81.0,3.4,,506.0
Maanaadu,2021.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",147.0,8.3,,22555.0
Chain Reaction,1996.0,PG-13,"['Action', ' Drama', ' Sci-Fi']",107.0,5.6,43.0,52776.0
